"¿Qué son los Objetivos de Desarrollo Sostenible (ODS)?","El 25 de septiembre de 2015 los líderes mundiales adoptaron 17 Objetivos de Desarrollo Sostenible (ODS) para proteger el planeta, luchar contra la pobreza y tratar de erradicarla con el objetivo de construir un mundo más próspero, justo y sostenible para las generaciones futuras. Estos objetivos se fijaron dentro de la Agenda 2030 sobre el desarrollo sostenible. Los 17 ODS buscan involucrar a gobiernos, empresas, sociedad civil y personas individuales en la consecución de metas globales. Cada Objetivo de Desarrollo Sostenible incluye varias metas específicas con indicadores para evaluar su cumplimiento. Los ODS reemplazaron a los Objetivos de Desarrollo del Milenio (ODM), que estuvieron en vigor entre 2000 y 2015. A diferencia de sus predecesores, los ODS se elaboraron con contribuciones globales de científicos, académicos, el sector privado y ciudadanos. Su desarrollo comenzó en la Conferencia Río+20 (2012) y entraron en vigor el 1 de enero de 2016. Dentro de los ODS, se incluyen objetivos para avanzar en energía limpia, promover el trabajo decente y el crecimiento económico, y fomentar el consumo y la producción responsable. También abordan la acción contra el cambio climático, el desarrollo industrial y la innovación en infraestructura. Estos objetivos forman un conjunto integral para lograr un desarrollo sostenible en todo el mundo."
"¿Qué son los ODS?","Los 17 Objetivos de Desarrollo Sostenible (ODS) son medidas adoptadas por los líderes mundiales para proteger el planeta, luchar contra la pobreza y tratar de erradicarla con el objetivo de construir un mundo más próspero, justo y sostenible para las generaciones futuras. Estos objetivos se fijaron dentro de la Agenda 2030 sobre el desarrollo sostenible."
"¿Cuáles son los ODS?","1. Fin de la pobreza. 2. Hambre cero. 3. Salud y bienestar. 4. Educación y calidad. 5. Igualdad de género. 6. Agua limpia y saneamiento. 7. Energía asequible y no contaminante. 8. Trabajo decente y crecimiento económico. 9. Industria, innovación e infraestructura. 10. Reducción de las desigualdades. 11. Ciudades y comunidades sostenibles. 12. Producción y consumo responsable. 13. Acción por el clima. 14. Vida submarina. 15. Vida de ecosistemas terrestres. 16. Paz, justicia e instituciones sólidas. 17. Alianzas para lograr los objetivos."
"¿Qué es el Objetivo 1 de los ODS?","El Objetivo 1 de los ODS es poner fin a la pobreza en todas sus formas en todo el mundo. Este ODS describe la pobreza como un problema de derechos humanos, no solo por la falta de ingresos, sino también por el hambre, malnutrición, la carencia de una vivienda digna o el acceso a la salud o la educación. Una de las metas de este objetivo para 2030 es erradicar la pobreza extrema para todas las personas en el mundo, un grado de desamparo que se cuantifica en aquellas personas que no logran superar los 1,25 dólares de ingresos al día."
"¿Qué es el Objetivo 2 de los ODS?","El Objetivo 2 de los ODS es poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible. Una de cada nueve personas está subalimentada, lo que suma unos 815 millones de personas en todo el mundo. Este ODS busca poner remedio al hambre y mejorar la alimentación a través del desarrollo sostenible, las inversiones necesarias en recursos agrarios y agropecuarios, y la protección de bosques, océanos, agua y biodiversidad. También promueve la seguridad alimentaria, la mejora de la nutrición y la agricultura sostenible."
"¿Qué es el Objetivo 3 de los ODS?","El Objetivo 3 de los ODS busca garantizar una vida sana y promover el bienestar para todos en todas las edades. Más de cinco millones de niños mueren cada año antes de los 5 años. Desde el año 2000, las vacunas contra el sarampión han evitado casi 15,6 millones de fallecimientos, pero la mortalidad infantil sigue siendo elevada en las zonas más pobres del planeta. Una de las metas de este ODS es reducir la tasa mundial de mortalidad materna a menos de 70 por cada 100.000 nacidos vivos en 2030 mediante una mejor asistencia en los partos, entre otras medidas sanitarias."
"¿Qué es el Objetivo 4 de los ODS?","El Objetivo 4 de los ODS busca garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos. Más de 265 millones de niños y niñas no están escolarizados. La educación es la base para mejorar la vida y el desarrollo sostenible, porque el acceso a la educación inclusiva y equitativa puede ayudar a la población local con las herramientas necesarias para desarrollar soluciones innovadoras a los problemas más grandes del mundo. De aquí a 2030, todos los niños y niñas deberían acceder y completar la enseñanza primaria y secundaria."
"¿Qué es el Objetivo 5 de los ODS?","El Objetivo 5 de los ODS busca lograr la igualdad entre los géneros y empoderar a todas las mujeres y las niñas. Los Objetivos de Desarrollo del Milenio lograron avances en la igualdad de género entre 2000 y 2015. Sin embargo, hoy en día, una de cada cinco mujeres y niñas entre 15 y 49 años afirma haber sufrido violencia física o sexual. Este ODS pretende acabar con la discriminación de las mujeres mediante la implementación de marcos legales y políticas de empoderamiento."
"¿Qué es el Objetivo 6 de los ODS?","El Objetivo 6 de los ODS busca garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos. Aproximadamente 2.200 millones de personas carecen de acceso a agua potable y 4.200 millones carecen de servicios de saneamiento, según la ONU. Este ODS busca asegurar el acceso universal y equitativo al agua potable con precios asequibles para 2030, así como garantizar el acceso de las poblaciones de países en desarrollo a servicios de saneamiento e higiene adecuados."
"¿Qué es el Objetivo 7 de los ODS?","El Objetivo 7 de los ODS busca garantizar el acceso a una energía asequible, segura, sostenible y moderna para todos. Más de 3000 millones de personas, principalmente en Asia y África Subsahariana, aún cocinan con combustibles muy contaminantes y tecnologías ineficientes. Este ODS destaca la importancia del acceso universal a la energía como un desafío clave para el empleo, la seguridad y el cambio climático. Las metas incluyen el aumento del uso de energías renovables mediante inversiones públicas y privadas, así como un mayor compromiso de los países para lograr este objetivo."
"¿Qué es el reciclaje y por qué es importante reciclar?","El reciclaje es la recolección y el procesamiento de desechos como el papel y cartón, vidrio o plástico. Este supone crear nuevos productos basados en esos mismos materiales. Una nueva oportunidad para la Tierra, a la que se puede proteger si se entienden los beneficios del reciclaje, la manera correcta de separar los residuos y los retos a los que se enfrenta esta actividad en los próximos años. Según ha aumentado la conciencia medioambiental, la actitud de las personas hacia el reciclaje ha ido cambiando. Esto refleja un compromiso más profundo con la protección del planeta por parte de la sociedad. La importancia del reciclaje ha puesto de manifiesto que las acciones individuales tienen un impacto colectivo en el entorno. Esta creciente conciencia ha dado lugar a cambios en los patrones de consumo y a una mayor responsabilidad en la separación de residuos. De ahí su beneficio para el medioambiente, como explica Ranjit Baxi, presidente y fundador de la Global Recycling Foundation: “Hablamos de un esfuerzo colectivo y un asunto crucial para el futuro del planeta porque nadie puede actuar de forma aislada. Es imperativo que involucremos a la población más amplia posible, desde líderes mundiales a empresas y personas, sin importar dónde se encuentren.”"
"¿Qué es el reciclaje?","El reciclaje es el proceso de recolección y transformación de materiales para convertirlos en nuevos productos. Estos desechos, de otro modo, serían descartados como basura."
"¿Qué tipos de reciclaje existen?","Existen tres tipos principales. El reciclaje primario, o de circuito cerrado, convierte los materiales en más de lo mismo, como papel en más papel o las latas de refresco en más latas de refresco. El secundario transforma un producto desechado en otros objetos aunque fabricados con el mismo material. Y el terciario o químico descompone químicamente los materiales para producir con ellos algo muy diferente."
"¿Por qué es importante reciclar?","Global Recycling Foundation señala múltiples ventajas, aunque pueden resumirse en que conserva los recursos naturales y reduce la sobreexplotación de materias primas protegiendo así los hábitats. Contribuye además a economizar energía ya que los productos reciclados prescinden de varios pasos imprescindibles en el proceso de fabricación. Es decir, se necesita mucha más energía para extraer, refinar, transportar y procesar materias primas que para transformar materiales reciclados ya disponibles. Según el Instituto Nacional de la Salud de Estados Unidos, “se precisa un 95% menos de energía para reciclar aluminio que para fabricarlo a partir de materias primas, mientras que el uso de chatarra de acero en lugar de mineral virgen para fabricar acero nuevo requiere un 40% menos de agua y genera un 97% menos de desechos mineros”. “El acero reciclado ahorra un 60% de energía en la producción; los periódicos reciclados, un 40%; los plásticos reciclados, un 70%; y el vidrio reciclado, un 40%.” Así, reducir la explotación de minas, canteras y bosques, evitar procesos como el refinado y la transformación industrial de esas materias primas, junto con el consiguiente ahorro de energía, contribuye notablemente a disminuir la emisión de gases de efecto invernadero (GEI) como el dióxido de carbono (CO2, el principal causante del calentamiento global), además de la contaminación del aire, el suelo y el agua. Para hacerse una idea: los 18 millones de toneladas de CO2 ahorrados cada año en Reino Unido gracias a los materiales reciclados equivalen a retirar de la circulación cinco millones de automóviles."
"¿Cómo reciclar la basura en casa?","En todo caso, y como decía Ranjit Baxi, el concepto y la actividad del reciclaje va mucho más allá de las cuestiones técnicas y económicas, implica un esfuerzo colectivo que emplaza a toda la sociedad: desde los hábitos ciudadanos teniendo en cuenta la separación de residuos en las casas para facilitar el ciclo de reciclaje una vez que se despositan en los contenedores de basura categorizados por colores, hasta las administraciones públicas que deben facilitar ese servicio, junto con otras medidas como los etiquetados con información sobre el uso de materiales reciclados en los productos. Y desde luego el reciclaje multiplica su beneficios medioambiental cuando se une a otras dos buenas prácticas para formar la alianza de las tres erres: reciclar, reutilizar y reducir los desechos, según la Agencia de Protección Medioambiental de Estados Unidos."
